treatment	replicate	merge_fraction	fraction	per_fraction_ng	proportion_initial_fraction	used_ng	proportion_extracted_fraction	volume_ul
TG	2	6	16	62718.11594	0.0318887130141684	2000	0.0937931448646765	5.62758869188059
TG	2	7	17	143415.6079	0.0139454835445424	2000	0.0421694316996302	2.53016590197781
TG	2	8	18	51497.46543	0.0285050236568004	1467.93647034741	0.108696903945381	6.52181423672286
TG	2	8	19	12051.80008	0.0285050236568004	343.536846387429	0.0987668680502415	5.92601208301449
TG	2	8	20	3863.645072	0.0285050236568004	110.13329417884	0.0973201263599661	5.83920758159797
TG	2	8	21	2750.160464	0.0285050236568004	78.3933890863173	0.043693157358949	2.62158944153694
TG	3	1	1	0	0.263240330524559	0	0.263240330524559	15.7944198314735
TG	3	1	2	0	0.263240330524559	0	0.263240330524559	15.7944198314735
TG	3	1	3	0	0.263240330524559	0	0.263240330524559	15.7944198314735
TG	3	1	4	0	0.263240330524559	0	0.263240330524559	15.7944198314735
TG	3	1	5	0	0.263240330524559	0	0.263240330524559	15.7944198314735
TG	3	1	6	0	0.263240330524559	0	0.263240330524559	15.7944198314735
TG	3	1	7	1774.32	0.263240330524559	467.072583256336	0.263240330524559	15.7944198314735
TG	3	1	8	5823.3	0.263240330524559	1532.92741674366	0.263240330524559	15.7944198314735
TG	3	2	8	5823.3	0.220776869648921	1285.64994502656	0.220776869648921	13.2466121789352
TG	3	2	9	3235.62	0.220776869648921	714.35005497344	0.220776869648921	13.2466121789352
TG	3	3	9	3235.62	0.561035733305084	1815.2984393966	0.561035733305084	33.662143998305
TG	3	3	10	329.2153238	0.561035733305084	184.701560603404	0.599019136660632	35.9411481996379
TG	3	3	11	0	0.561035733305084	0	0.753897291147573	45.2338374688544
TG	3	3	12	0	0.561035733305084	0	0.74226036931754	44.5356221590524
TG	3	4	13	1073.763964	0.315832062657118	339.129087557004	0.432485382258185	25.9491229354911
TG	3	4	14	5258.715339	0.315832062657118	1660.870912443	0.455664815301174	27.3398889180704
TG	3	5	15	2009.853394	0.995097456347107	2000	1.64943012256346	98.9658073538074
TG	3	6	16	6309.451227	0.316984778555924	2000	0.604949698266366	36.2969818959819
TG	3	7	17	145399.9898	0.0137551591492615	2000	0.0421232830650446	2.52739698390268
TG	3	8	18	99754.77465	0.0146014562916025	1456.56498193063	0.0471663250998481	2.82997950599089
TG	3	8	19	26565.77833	0.0146014562916025	387.899051137896	0.0477007952873945	2.86204771724367
TG	3	8	20	7105.881227	0.0146014562916025	103.756214149359	0.0544480552908683	3.2668833174521
TG	3	8	21	3546.20469	0.0146014562916025	51.7797527821108	0.0643786557155477	3.86271934293286
TG	4	1	1	0	0.176274508767013	0	0.176274508767013	10.5764705260208
TG	4	1	2	0	0.176274508767013	0	0.176274508767013	10.5764705260208
TG	4	1	3	0	0.176274508767013	0	0.176274508767013	10.5764705260208
TG	4	1	4	0	0.176274508767013	0	0.176274508767013	10.5764705260208
TG	4	1	5	0	0.176274508767013	0	0.176274508767013	10.5764705260208
TG	4	1	6	0	0.176274508767013	0	0.176274508767013	10.5764705260208
TG	4	1	7	1161.78	0.176274508767013	204.79219879534	0.176274508767013	10.5764705260208
TG	4	1	8	10184.16	0.176274508767013	1795.20780120466	0.176274508767013	10.5764705260208
TG	4	2	8	10184.16	0.0977262044021746	995.25930182445	0.0977262044021746	5.86357226413048
TG	4	2	9	10281.18	0.0977262044021746	1004.74069817555	0.0977262044021746	5.86357226413048
TG	4	3	9	10281.18	0.185386110840467	1905.98797505079	0.185386110840467	11.123166650428
TG	4	3	10	507.114716	0.185386110840467	94.0120249492079	0.199651768949691	11.9791061369814
TG	4	3	11	0	0.185386110840467	0	0.23261722691707	13.9570336150242
TG	4	3	12	0	0.185386110840467	0	0.287263787427292	17.2358272456375
TG	4	3	13	0	0.185386110840467	0	0.317349529107914	19.0409717464749
TG	4	4	14	6210.244821	0.322048495292324	2000	0.475084208600478	28.5050525160287
TG	4	5	15	4226.922122	0.473157522725705	2000	0.714479644723391	42.8687786834034
TG	4	6	16	11853.92096	0.168720544598603	2000	0.289673711642498	17.3804226985499
TG	4	7	17	77471.78139	0.0258158514508892	2000	0.049019968275703	2.94119809654218
TG	4	8	18	91869.23053	0.0132128175523126	1213.85138166424	0.029359227318784	1.76155363912704
TG	4	8	19	45830.81971	0.0132128175523126	605.554259101162	0.0417315676766192	2.50389406059715
TG	4	8	20	9216.830903	0.0132128175523126	121.780305131855	0.0482875776664834	2.89725465998901
TG	4	8	21	4451.28784	0.0132128175523126	58.8140541027476	0.0573135844628888	3.43881506777333
