lncRNA_ID	Brain	ES	Fibroblasts	Foreskin	HEK293	HeLa	Myeloma	PC3	RPE-1	U2OS	Spec	RAI	RAI*(1-Spec)	RAI*Spec	TS	lncRNA_Class
ENST00000602810.1_1_ZSCAN16-AS1-002	A1	A3	A3	A3	A2	A1	A3	A3	A1	A3	0	1	1	0	5	trans-lncRNA
ENST00000476274.6_1_RP11-203J24.9-003	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	0	1	1	0	10	trans-lncRNA
ENST00000426066.1_1_BMS1P20-001	A2	A3	A3	A3	A2	A2	A3	A2	A2	A3	0	1	1	0	7.5	trans-lncRNA
ENST00000634676.1_1_LLNLR-245B6.1-001	A3	A3	A3	A2	A3	A2	A3	A3	A1	A3	0	1	1	0	7.5	trans-lncRNA
ENST00000602920.5_1_JPX-007	A3	A1	A3	A2	A3	A2	A3	A3	A3	A3	0	1	1	0	7.5	trans-lncRNA
ENST00000520348.5_1_SNHG6-005	A2	A2	A2	A2	A2	A2	A3	A2	A3	A2	0	1	1	0	6	trans-lncRNA
ENST00000414209.5_1_JPX-001	A3	A1	A2	A2	A3	A2	A3	A1	A3	A3	0	1	1	0	5.5	trans-lncRNA
ENST00000590513.2_1_RP11-400F19.6-001	A2	A3	A3	A2	A3	A3	A3	A2	A3	A3	0	1	1	0	8.5	trans-lncRNA
ENST00000609803.2_1_RP11-352M15.2-001	A2	A2	A3	A2	A3	A2	A3	A1	A3	A3	0	1	1	0	6.5	trans-lncRNA
ENST00000413987.1_1_SNHG3-004	A0	A2	A1	A2	A3	A2	A3	A3	A3	A3	0	1	1	0	5	trans-lncRNA
ENST00000579700.1_1_DTX2P1-UPK3BP1-PMS2P11-002	A2	A3	A2	A1	A2	A2	A3	A3	A3	A3	0	1	1	0	6.5	trans-lncRNA
ENST00000445430.5_1_LINC00969-038	A3	A2	A2	A2	A2	A2	A3	A3	A2	A3	0	1	1	0	7	trans-lncRNA
ENST00000493536.5_1_SNHG16-002	A1	A3	A3	A3	A3	A3	A3	A3	A2	A3	0	1	1	0	8	trans-lncRNA
ENST00000437681.1_1_SNHG3-002	A0	A2	A1	A2	A3	A2	A3	A3	A3	A3	0	1	1	0	5	trans-lncRNA
ENST00000602520.5_1_SNHG8-002	A3	A2	A3	A3	A3	A3	A2	A2	A3	A2	0	1	1	0	8	trans-lncRNA
ENST00000602414.5_1_SNHG8-001	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	0	1	1	0	10	trans-lncRNA
ENST00000602483.5_1_SNHG8-003	A3	A2	A3	A3	A3	A3	A3	A3	A3	A3	0	1	1	0	9.5	trans-lncRNA
ENST00000521399.5_1_SNHG6-006	A1	A3	A3	A3	A2	A2	A3	A2	A2	A3	0	1	1	0	6.5	trans-lncRNA
ENST00000398039.2_1_RP11-78J21.7-001	A3	A2	A2	A1	A3	A2	A2	A2	A2	A3	0	1	1	0	5.5	trans-lncRNA
ENST00000521127.1_1_SNHG6-007	A2	A3	A3	A2	A2	A2	A3	A2	A3	A2	0	1	1	0	7	trans-lncRNA
ENST00000520944.5_1_SNHG6-003	A3	A2	A3	A3	A2	A3	A3	A2	A3	A3	0	1	1	0	8.5	trans-lncRNA
ENST00000453618.1_SEC22B-001	A3	A3	A3	A3	A2	A3	A3	A3	A3	A3	0	1	1	0	9.5	trans-lncRNA
ENST00000602294.5_1_JPX-009	A3	A0	A3	A3	A3	A1	A3	A2	A2	A2	0	1	1	0	5	trans-lncRNA
ENST00000550231.1_1_RP11-478C19.2-001	A3	A3	A2	A2	A2	A3	A2	A3	A2	A2	0	1	1	0	7	trans-lncRNA
ENST00000429210.1_RP11-312O7.2-001	A3	A3	A3	A3	A2	A1	A3	A3	A1	A3	0	1	1	0	6.5	trans-lncRNA
ENST00000524003.1_1_OTUD6B-AS1-001	A1	A2	A1	A3	A3	A3	A1	A3	A3	A3	0	1	1	0	5	trans-lncRNA
ENST00000416970.5_1_SNHG7-003	A3	A3	A3	A3	A3	A3	A3	A1	A3	A3	0	1	1	0	8.5	trans-lncRNA
ENST00000636308.1_1_DTX2P1-UPK3BP1-PMS2P11-003	A2	A3	A3	A3	A1	A3	A3	A3	A3	A3	0	1	1	0	8	trans-lncRNA
ENST00000625445.1_1_EBLN3-001	A3	A3	A3	A2	A3	A3	A3	A3	A1	A3	0	1	1	0	8	trans-lncRNA
ENST00000590435.5_1_SNHG16-003	A1	A3	A3	A3	A3	A3	A3	A3	A3	A3	0	1	1	0	8.5	trans-lncRNA
ENST00000500741.2_1_NRAV-002	A2	A2	A2	A1	A3	A2	A3	A2	A3	A2	0	1	1	0	5.5	trans-lncRNA
ENST00000428008.5_1_ZFAS1-006	A3	A1	A3	A3	A3	A3	A3	A3	A3	A2	0	1	1	0	8	trans-lncRNA
ENST00000442116.1_1_AP006222.2-003	A3	A3	A3	A3	A2	A1	A2	A3	A2	A3	0	1	1	0	7	trans-lncRNA
ENST00000598846.1_1_RP1-283E3.8-001	A2	A3	A2	A2	A2	A2	A3	A2	A2	A2	0	1	1	0	6	trans-lncRNA
ENST00000578492.5_1_RP13-104F24.2-001	A3	A3	A3	A2	A2	A3	A2	A2	A2	A3	0	1	1	0	7.5	trans-lncRNA
ENST00000581621.1_1_RP11-186B7.4-001	A3	A3	A3	A3	A3	A3	A3	A3	A3	A3	0	1	1	0	10	trans-lncRNA
ENST00000326677.9_1_ZFAS1-002	A3	A2	A3	A3	A3	A3	A3	A3	A3	A2	0	1	1	0	9	trans-lncRNA
ENST00000425653.1_1_DANCR-002	A2	A3	A2	A3	A3	A3	A3	A3	A3	A3	0	1	1	0	9	trans-lncRNA
ENST00000442823.2_1_EPB41L4A-AS1-003	A2	A1	A1	A0	A2	A2	A3	A1	A1	A1	0	1	1	0	-1	ribo-lncRNA
ENST00000580790.1_1_BMS1P4-001	A1	A2	A2	A1	A2	A2	A3	A2	A1	A2	0	1	1	0	2.5	ribo-lncRNA
ENST00000425081.2_1_PITPNA-AS1-001	A1	A3	A3	A2	A3	A1	A2	A3	A1	A3	0	1	1	0	4.5	ribo-lncRNA
ENST00000590628.1_1_CTC-459F4.3-001	A2	A0	A1	A1	A3	A1	A1	A1	A0	A3	0	1	1	0	-2	ribo-lncRNA
ENST00000418833.2_1_RP4-758J18.2-003	A1	A1	A2	A1	A1	A2	A2	A2	A2	A1	0	1	1	0	0	ribo-lncRNA
ENST00000573187.1_1_AC113189.5-004	A0	A0	A0	A0	A0	A0	A0	A0	A0	A0	0	1	1	0	-10	ribo-lncRNA
ENST00000342584.3_1_PP7080-002	A3	A1	A2	A2	A3	A3	A1	A1	A3	A1	0	1	1	0	3	ribo-lncRNA
ENST00000423222.5_1_LINC00467-001	A0	A3	A0	A0	A2	A0	A3	A1	A1	A1	0	1	1	0	-3	ribo-lncRNA
ENST00000592738.2_SPPL2B-005	A2	A2	A2	A1	A0	A1	A2	A0	A1	A0	0	1	1	0	-2.5	ribo-lncRNA
ENST00000506606.1_1_UBA6-AS1-001	A3	A2	A2	A3	A2	A2	A0	A0	A1	A3	0	1	1	0	2.5	ribo-lncRNA
ENST00000612598.1_1_RP11-12G12.7-001	A1	A1	A2	A2	A3	A2	A1	A2	A2	A1	0	1	1	0	1.5	ribo-lncRNA
ENST00000554360.5_1_PSMA3-AS1-002	A2	A2	A3	A3	A2	A3	A1	A3	A1	A1	0	1	1	0	4	ribo-lncRNA
ENST00000313807.4_1_EIF3J-AS1-001	A2	A3	A1	A0	A1	A2	A0	A2	A2	A3	0	1	1	0	1	ribo-lncRNA
ENST00000607315.1_1_RP11-51J9.5-001	A0	A0	A0	A0	A1	A1	A0	A0	A1	A0	0	1	1	0	-8.5	ribo-lncRNA
ENST00000443946.1_1_AC016747.3-002	A0	A2	A3	A1	A2	A0	A1	A1	A2	A1	0	1	1	0	-1.5	ribo-lncRNA
ENST00000420918.3_1_AC016747.3-001	A0	A2	A3	A1	A2	A1	A3	A2	A1	A2	0	1	1	0	1.5	ribo-lncRNA
ENST00000420850.1_1_ENTPD3-AS1-003	A2	A1	A0	A0	A0	A1	A0	A0	A0	A0	0	1	1	0	-7.5	ribo-lncRNA
ENST00000518073.1_1_MINCR-001	A0	A1	A0	A0	A0	A0	A0	A0	A0	A1	0	1	1	0	-9	ribo-lncRNA
ENST00000514110.5_1_SNHG4-007	A2	A3	A0	A0	A1	A3	A3	A1	A2	A0	0	1	1	0	0	ribo-lncRNA
ENST00000611079.1_1_RP1-267D11.6-001	A2	A0	A1	A0	A1	A0	A0	A0	A0	A1	0	1	1	0	-7	ribo-lncRNA
ENST00000417691.1_1_AC016747.3-004	A0	A2	A2	A0	A1	A0	A1	A2	A1	A3	0	1	1	0	-2	ribo-lncRNA
ENST00000431308.5_1_AC005562.1-004	A1	A2	A1	A0	A1	A0	A0	A2	A0	A1	0	1	1	0	-5	ribo-lncRNA
ENST00000585816.1_1_CTC-260E6.6-001	A0	A1	A0	A1	A0	A0	A0	A1	A0	A1	0	1	1	0	-8	ribo-lncRNA
ENST00000571449.1_1_ZNF213-AS1-004	A0	A0	A0	A0	A1	A0	A0	A0	A0	A1	0	1	1	0	-9	ribo-lncRNA
ENST00000413077.1_1_AC012146.7-001	A2	A3	A0	A2	A1	A2	A3	A2	A0	A2	0	1	1	0	2	ribo-lncRNA
ENST00000527564.1_1_FLJ20021-001	A3	A2	A1	A0	A2	A2	A3	A0	A0	A3	0	1	1	0	1	ribo-lncRNA
ENST00000590479.5_1_MAPKAPK5-AS1-005	A2	A1	A0	A1	A1	A3	A0	A1	A2	A1	0	1	1	0	-2.5	ribo-lncRNA
ENST00000418945.1_1_RP11-98I9.4-001	A2	A3	A1	A0	A1	A2	A0	A0	A1	A1	0	1	1	0	-3	ribo-lncRNA
ENST00000366109.2_1_RP11-498P14.5-001	A2	A2	A1	A0	A1	A0	A0	A1	A2	A0	0	1	1	0	-4	ribo-lncRNA
ENST00000591166.1_1_ASB16-AS1-003	A0	A1	A1	A0	A1	A0	A1	A2	A0	A1	0	1	1	0	-6	ribo-lncRNA
ENST00000501652.5_1_LINC01184-003	A2	A0	A2	A2	A1	A0	A1	A2	A1	A1	0	1	1	0	-2	ribo-lncRNA
ENST00000457084.1_1_RP11-206L10.9-019	A1	A2	A0	A1	A3	A0	A0	A0	A0	A1	0	1	1	0	-5	ribo-lncRNA
ENST00000451607.5_1_GAS5-015	A2	A2	A2	A2	A1	A2	A3	A1	A2	A2	0	1	1	0	3.5	ribo-lncRNA
ENST00000441504.1_1_DANCR-003	A0	A0	A0	A0	A0	A0	A0	A0	A0	A0	0	1	1	0	-10	ribo-lncRNA
ENST00000480904.2_1_THUMPD3-AS1-018	A0	A1	A2	A1	A2	A1	A1	A1	A3	A3	0	1	1	0	-0.5	ribo-lncRNA
ENST00000427796.5_1_TCEB3-AS1-001	A2	A0	A1	A1	A1	A1	A2	A1	A1	A1	0	1	1	0	-3.5	ribo-lncRNA
ENST00000446751.5_1_NUTM2A-AS1-012	A0	A3	A1	A2	A2	A2	A3	A1	A3	A2	0	1	1	0	3	ribo-lncRNA
ENST00000580048.1_1_LINC00909-001	A2	A1	A2	A2	A1	A2	A2	A2	A2	A2	0	1	1	0	3	ribo-lncRNA
ENST00000417554.1_RP11-495P10.2-002	A0	A0	A0	A0	A0	A0	A0	A0	A0	A0	0	1	1	0	-10	ribo-lncRNA
ENST00000572035.1_1_RP11-111M22.3-006	A0	A2	A1	A1	A1	A2	A1	A2	A1	A2	0	1	1	0	-1.5	ribo-lncRNA
ENST00000501079.5_1_ZBED5-AS1-001	A1	A0	A2	A1	A1	A3	A1	A2	A0	A3	0	1	1	0	-1	ribo-lncRNA
ENST00000609228.1_1_MAPKAPK5-AS1-010	A2	A3	A1	A2	A1	A2	A0	A3	A2	A1	0	1	1	0	1.5	ribo-lncRNA
ENST00000432221.2_RP11-592B15.3-202	A0	A2	A1	A1	A2	A2	A2	A2	A1	A1	0	1	1	0	-0.5	ribo-lncRNA
ENST00000590606.5_1_CTC-260E6.6-005	A0	A0	A0	A0	A0	A0	A1	A0	A0	A2	0	1	1	0	-8	ribo-lncRNA
ENST00000414002.5_1_SNHG5-002	A2	A3	A1	A2	A2	A1	A3	A3	A1	A1	0	1	1	0	2.5	ribo-lncRNA
ENST00000507197.5_1_SNHG4-002	A2	A3	A0	A0	A1	A3	A3	A1	A3	A1	0	1	1	0	1	ribo-lncRNA
ENST00000441932.1_1_RP11-134G8.5-001	A2	A3	A2	A1	A3	A2	A3	A2	A1	A2	0	1	1	0	4.5	ribo-lncRNA
ENST00000369605.8_1_SNHG5-001	A2	A3	A3	A2	A2	A0	A3	A2	A3	A0	0	1	1	0	4	ribo-lncRNA
ENST00000594653.1_1_RP11-15H20.7-002	A2	A0	A1	A0	A3	A0	A2	A2	A0	A0	0	1	1	0	-3	ribo-lncRNA
ENST00000570379.1_1_RP11-156P1.3-006	A1	A1	A1	A0	A1	A2	A1	A0	A0	A3	0	1	1	0	-4	ribo-lncRNA
ENST00000605862.4_1_RP11-274B21.14-001	A1	A2	A2	A1	A2	A1	A1	A1	A1	A1	0	1	1	0	-2	ribo-lncRNA
ENST00000413722.5_1_NUTM2A-AS1-006	A0	A3	A1	A1	A1	A0	A1	A1	A1	A1	0	1	1	0	-4.5	ribo-lncRNA
ENST00000531523.1_1_SNHG9-001	A0	A0	A0	A0	A0	A0	A0	A0	A0	A0	0	1	1	0	-10	ribo-lncRNA
ENST00000563192.1_1_SNHG19-001	A3	A0	A1	A1	A2	A3	A3	A3	A2	A3	0	1	1	0	4	ribo-lncRNA
ENST00000506188.5_1_SNHG4-003	A2	A3	A0	A0	A2	A2	A1	A1	A3	A1	0	1	1	0	0	ribo-lncRNA
ENST00000564152.1_1_CTA-29F11.1-001	A0	A0	A0	A1	A1	A0	A0	A0	A1	A1	0	1	1	0	-8	ribo-lncRNA
ENST00000440719.1_LINC00623-015	A0	A1	A0	A0	A0	A2	A2	A0	A0	A0	0	1	1	0	-6.5	ribo-lncRNA
ENST00000514146.1_1_TRIM52-AS1-002	A1	A1	A2	A1	A1	A0	A3	A2	A1	A2	0	1	1	0	-1	ribo-lncRNA
ENST00000442526.2_1_RP11-517P14.2-001	A2	A1	A2	A1	A1	A1	A1	A1	A1	A1	0	1	1	0	-3	ribo-lncRNA
ENST00000592381.1_1_RP11-1094M14.11-001	A2	A3	A1	A1	A2	A2	A1	A2	A1	A1	0	1	1	0	0.5	ribo-lncRNA
ENST00000582787.1_1_RP11-6N17.4-001	A1	A0	A1	A0	A0	A2	A1	A2	A0	A0	0	1	1	0	-5.5	ribo-lncRNA
ENST00000500276.6_1_RASSF8-AS1-002	A1	A1	A2	A1	A0	A1	A0	A0	A1	A0	0	1	1	0	-6	ribo-lncRNA
ENST00000586942.5_1_SNHG16-007	A1	A2	A2	A1	A2	A3	A2	A2	A2	A3	0	1	1	0	4	ribo-lncRNA
ENST00000436616.2_1_AC009948.5-006	A1	A2	A3	A2	A2	A0	A1	A1	A1	A1	0	1	1	0	-1	ribo-lncRNA
ENST00000470977.5_1_SNHG12-003	A1	A1	A1	A0	A1	A3	A3	A0	A2	A1	0	1	1	0	-2	ribo-lncRNA
ENST00000500203.2_SEC22B-002	A3	A0	A3	A2	A1	A2	A2	A0	A2	A2	0	1	1	0	2	ribo-lncRNA
ENST00000609350.1_1_RP11-395A13.2-001	A3	A3	A1	A0	A1	A2	A0	A1	A0	A1	0	1	1	0	-2.5	ribo-lncRNA
ENST00000455565.5_1_CRHR1-IT1-005	A3	A3	A1	A1	A3	A1	A1	A3	A3	A2	0	1	1	0	3.5	ribo-lncRNA
ENST00000398849.6_1_AC005562.1-001	A3	A2	A1	A1	A1	A0	A0	A1	A0	A2	0	1	1	0	-3	ribo-lncRNA
ENST00000551421.1_1_RP11-620J15.3-002	A1	A1	A3	A0	A3	A0	A2	A2	A3	A2	0	1	1	0	1.5	ribo-lncRNA
ENST00000546580.1_1_RP11-620J15.3-001	A1	A3	A2	A1	A1	A0	A0	A3	A2	A1	0	1	1	0	-1	ribo-lncRNA
ENST00000527986.5_1_WAC-AS1-001	A1	A1	A1	A2	A2	A1	A1	A2	A1	A2	0	1	1	0	-1	ribo-lncRNA
ENST00000585498.1_1_CTC-260E6.6-003	A2	A3	A1	A0	A2	A1	A1	A1	A0	A2	0	1	1	0	-1.5	ribo-lncRNA
ENST00000371417.3_1_ARRDC1-AS1-001	A3	A2	A2	A0	A2	A3	A2	A0	A2	A3	0	1	1	0	3.5	ribo-lncRNA
ENST00000499346.6_1_LINC01184-001	A2	A1	A2	A0	A1	A2	A2	A2	A3	A1	0	1	1	0	1	ribo-lncRNA
ENST00000580220.2_1_CRHR1-IT1-004	A0	A1	A0	A0	A0	A0	A0	A2	A0	A0	0	1	1	0	-8	ribo-lncRNA
ENST00000537068.5_1_SNHG1-025	A1	A2	A1	A0	A1	A3	A2	A3	A3	A1	0	1	1	0	1	ribo-lncRNA
ENST00000421068.5_1_GAS5-006	A2	A2	A2	A1	A3	A2	A2	A1	A2	A1	0	1	1	0	2.5	ribo-lncRNA
ENST00000518481.1_1_CTD-2336O2.1-003	A2	A2	A2	A1	A0	A1	A0	A1	A2	A0	0	1	1	0	-2.5	ribo-lncRNA
ENST00000458739.1_1_NUTM2A-AS1-013	A0	A1	A3	A2	A2	A1	A3	A2	A3	A2	0	1	1	0	3	ribo-lncRNA
ENST00000605920.1_1_RP11-182L21.6-001	A2	A2	A3	A0	A2	A2	A1	A0	A2	A2	0	1	1	0	1.5	ribo-lncRNA
ENST00000567508.1_1_RP1-39G22.7-001	A2	A1	A2	A3	A2	A1	A2	A1	A2	A1	0	1	1	0	1.5	ribo-lncRNA
ENST00000425884.5_1_RP11-418J17.1-003	A1	A1	A1	A2	A3	A3	A1	A1	A1	A3	0	1	1	0	0.5	ribo-lncRNA
ENST00000564536.1_1_RP11-303E16.8-001	A0	A3	A0	A2	A1	A1	A1	A0	A1	A2	0	1	1	0	-3	ribo-lncRNA
ENST00000634344.1_1_AP006222.2-005	A1	A2	A2	A1	A2	A1	A0	A1	A0	A2	0	1	1	0	-2	ribo-lncRNA
ENST00000523354.1_1_THUMPD3-AS1-010	A1	A0	A0	A1	A1	A0	A0	A0	A1	A1	0	1	1	0	-7.5	ribo-lncRNA
ENST00000417721.5_1_ZFAS1-004	A2	A2	A0	A0	A1	A2	A0	A1	A3	A0	0	1	1	0	-2.5	ribo-lncRNA
ENST00000584926.5_1_LRRC75A-AS1-027	A1	A2	A3	A2	A2	A3	A3	N	A3	A3	0.11	1	0.89	0.11	6	trans-lncRNA
ENST00000450535.5_1_ZFAS1-007	A2	A2	A2	N	A3	A2	A2	A2	A3	A2	0.11	1	0.89	0.11	5.5	trans-lncRNA
ENST00000429897.5_1_LINC00969-040	A2	A2	A2	A2	A2	N	A3	A2	A2	A3	0.11	1	0.89	0.11	5.5	trans-lncRNA
ENST00000452399.1_RP11-14N7.2-002	A2	N	A3	A3	A2	A3	A1	A3	A3	A3	0.11	1	0.89	0.11	6.5	trans-lncRNA
ENST00000587838.1_1_SNHG16-008	A1	A3	A1	A3	A3	A2	N	A3	A2	A3	0.11	1	0.89	0.11	5	trans-lncRNA
ENST00000602819.5_1_SNHG8-004	A3	A3	A3	A3	N	A3	A3	A2	A3	A3	0.11	1	0.89	0.11	8.5	trans-lncRNA
ENST00000602573.1_1_SNHG8-005	A2	A3	A2	A3	A3	A3	A2	N	A3	A2	0.11	1	0.89	0.11	7	trans-lncRNA
ENST00000547717.1_1_RP11-793H13.8-001	A3	A3	A2	A2	A3	A2	A3	A3	A3	N	0.11	1	0.89	0.11	7.5	trans-lncRNA
ENST00000564629.1_1_RP11-452L6.5-001	A3	A2	A3	A1	A3	A2	A3	N	A3	A1	0.11	1	0.89	0.11	5	trans-lncRNA
ENST00000331944.10_1_LINC00152-003	N	A1	A3	A2	A1	A3	A3	A3	A2	A3	0.11	1	0.89	0.11	5	trans-lncRNA
ENST00000625589.2_1_RP11-70C1.3-003	A3	A3	A2	A2	A3	A2	A3	N	A2	A3	0.11	1	0.89	0.11	7	trans-lncRNA
ENST00000444232.3_1_AC093323.3-002	A3	A2	A3	A2	A3	A3	A3	A3	A2	N	0.11	1	0.89	0.11	7.5	trans-lncRNA
ENST00000462662.1_1_RP11-212P7.3-001	A2	A3	A2	A2	N	A2	A2	A2	A2	A2	0.11	1	0.89	0.11	5	trans-lncRNA
ENST00000409569.2_1_MIR4435-2HG-001	N	A1	A3	A2	A1	A3	A2	A3	A3	A3	0.11	1	0.89	0.11	5	trans-lncRNA
ENST00000412759.1_RP11-439A17.7-001	A3	A3	A3	A2	A2	A1	A3	N	A1	A3	0.11	1	0.89	0.11	5	trans-lncRNA
ENST00000453324.5_1_LINC00969-041	N	A1	A3	A2	A2	A2	A3	A2	A2	A3	0.11	1	0.89	0.11	5	trans-lncRNA
ENST00000580180.5_1_LRRC75A-AS1-026	A3	A3	A3	A3	A3	A3	A3	N	A3	A3	0.11	1	0.89	0.11	9	trans-lncRNA
ENST00000417835.1_1_FGD5-AS1-004	A3	A3	A3	A3	A2	A1	A0	N	A1	A3	0.11	1	0.89	0.11	3.5	ribo-lncRNA
ENST00000581471.2_1_LINC00667-004	A2	A1	A2	A2	N	A3	A3	A0	A3	A3	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000526795.1_1_RAB30-AS1-003	A1	A1	A0	A1	A1	A2	A2	A1	N	A2	0.11	1	0.89	0.11	-2	ribo-lncRNA
ENST00000427063.6_1_SVIL-AS1-003	A2	N	A3	A2	A1	A3	A1	A2	A1	A2	0.11	1	0.89	0.11	2.5	ribo-lncRNA
ENST00000431840.2_RP11-144G6.12-001	A1	A2	A1	A2	A2	A2	A1	A2	N	A1	0.11	1	0.89	0.11	0.5	ribo-lncRNA
ENST00000416193.5_1_SLC16A1-AS1-002	A0	A1	A2	A0	A1	A1	A0	N	A0	A1	0.11	1	0.89	0.11	-5.5	ribo-lncRNA
ENST00000323813.3_1_TYMSOS-001	A1	A3	N	A0	A3	A1	A1	A2	A0	A2	0.11	1	0.89	0.11	-0.5	ribo-lncRNA
ENST00000438412.5_1_HCG18-003	A0	A1	A1	A0	A0	N	A0	A1	A0	A1	0.11	1	0.89	0.11	-7	ribo-lncRNA
ENST00000483543.7_1_AJ271736.10-001	A1	A2	A1	A2	N	A3	A2	A2	A2	A2	0.11	1	0.89	0.11	3	ribo-lncRNA
ENST00000433843.1_1_SNHG5-007	A1	A3	A2	A2	A2	A0	A2	A0	N	A0	0.11	1	0.89	0.11	-0.5	ribo-lncRNA
ENST00000452565.1_1_GS1-124K5.4-002	A2	A1	A1	A0	A0	A1	A1	A1	N	A2	0.11	1	0.89	0.11	-3.5	ribo-lncRNA
ENST00000498917.2_1_UBA6-AS1-003	A3	N	A3	A2	A1	A2	A1	A1	A3	A3	0.11	1	0.89	0.11	3.5	ribo-lncRNA
ENST00000399508.2_RP11-592B15.3-201	A1	A2	A1	A1	A2	N	A1	A2	A1	A3	0.11	1	0.89	0.11	0	ribo-lncRNA
ENST00000508096.1_1_RP11-298J20.4-001	A1	A1	A1	A1	A2	A2	A0	N	A1	A1	0.11	1	0.89	0.11	-3	ribo-lncRNA
ENST00000507692.5_1_SNHG4-008	A2	A3	A0	N	A1	A2	A1	A1	A2	A1	0.11	1	0.89	0.11	-0.5	ribo-lncRNA
ENST00000456293.5_1_GAS5-007	A2	A2	A2	A2	A1	A2	A2	N	A2	A2	0.11	1	0.89	0.11	3.5	ribo-lncRNA
ENST00000442383.1_1_OSER1-AS1-001	A3	A0	A2	A0	A1	A1	A1	A0	N	A1	0.11	1	0.89	0.11	-3.5	ribo-lncRNA
ENST00000528337.1_1_WAC-AS1-002	A1	A1	A1	A1	A2	A1	A0	A2	N	A2	0.11	1	0.89	0.11	-2	ribo-lncRNA
ENST00000501011.6_1_RAB30-AS1-001	A1	A1	N	A1	A1	A3	A2	A1	A2	A1	0.11	1	0.89	0.11	-1	ribo-lncRNA
ENST00000416769.1_1_LINC00339-001	A0	A2	A0	A0	N	A1	A0	A0	A0	A0	0.11	1	0.89	0.11	-7	ribo-lncRNA
ENST00000436764.5_1_SNHG17-001	A1	A1	A1	A3	A3	A3	A3	A3	A2	N	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000451298.1_1_RP11-248G5.8-001	A1	A1	A1	A2	A1	A1	A0	A1	N	A1	0.11	1	0.89	0.11	-4	ribo-lncRNA
ENST00000427306.2_1_EPB41L4A-AS1-002	N	A1	A1	A0	A2	A2	A3	A2	A1	A1	0.11	1	0.89	0.11	-0.5	ribo-lncRNA
ENST00000417578.5_1_SNHG17-006	A2	N	A1	A2	A1	A2	A3	A2	A1	A1	0.11	1	0.89	0.11	1	ribo-lncRNA
ENST00000528804.1_1_AL136419.6-002	A3	A2	A2	A1	A2	A2	A2	N	A2	A2	0.11	1	0.89	0.11	4	ribo-lncRNA
ENST00000436656.5_1_GAS5-004	A1	A2	A2	A2	A2	N	A3	A0	A3	A1	0.11	1	0.89	0.11	2	ribo-lncRNA
ENST00000443631.1_1_RP11-545E17.3-001	N	A1	A1	A1	A1	A1	A3	A1	A1	A3	0.11	1	0.89	0.11	-1.5	ribo-lncRNA
ENST00000558945.5_1_OIP5-AS1-002	A0	A3	A1	A1	A1	A0	A1	N	A0	A1	0.11	1	0.89	0.11	-4.5	ribo-lncRNA
ENST00000448190.6_1_SNHG4-005	A2	A3	A0	N	A1	A3	A2	A1	A3	A1	0.11	1	0.89	0.11	1.5	ribo-lncRNA
ENST00000430302.1_1_RP11-111F5.4-004	A3	A1	A1	A0	A1	A1	N	A1	A0	A1	0.11	1	0.89	0.11	-4	ribo-lncRNA
ENST00000469846.2_1_THUMPD3-AS1-006	A1	A1	A1	N	A0	A0	A1	A0	A2	A3	0.11	1	0.89	0.11	-3.5	ribo-lncRNA
ENST00000534499.1_1_RAB30-AS1-006	A1	A2	A0	N	A1	A3	A1	A0	A0	A2	0.11	1	0.89	0.11	-2.5	ribo-lncRNA
ENST00000439559.2_1_LINC00863-001	A3	A3	A3	A0	A2	N	A1	A2	A1	A1	0.11	1	0.89	0.11	1.5	ribo-lncRNA
ENST00000476910.6_1_ARMCX5-GPRASP2-007	A1	A1	A2	A1	A1	A1	N	A2	A2	A1	0.11	1	0.89	0.11	-1.5	ribo-lncRNA
ENST00000359941.9_1_TP53TG1-001	A1	A1	A3	A2	A2	A1	A3	A1	N	A2	0.11	1	0.89	0.11	1.5	ribo-lncRNA
ENST00000521708.1_1_THUMPD3-AS1-016	A0	A1	A1	A0	A2	A1	A1	N	A2	A3	0.11	1	0.89	0.11	-2	ribo-lncRNA
ENST00000636531.1_1_RP4-614C10.2-001	A0	N	A3	A2	A1	A0	A2	A2	A2	A3	0.11	1	0.89	0.11	1.5	ribo-lncRNA
ENST00000483543.7_1_PAR_Y_AJ271736.10-001	A1	A2	A1	A2	N	A3	A2	A2	A1	A2	0.11	1	0.89	0.11	2	ribo-lncRNA
ENST00000422304.1_1_POLR2J4-001	A2	A1	A3	A2	N	A2	A1	A1	A1	A2	0.11	1	0.89	0.11	1	ribo-lncRNA
ENST00000580440.5_1_AC005154.6-004	A0	A1	A2	A0	N	A0	A0	A0	A0	A1	0.11	1	0.89	0.11	-6.5	ribo-lncRNA
ENST00000413755.5_1_SNHG17-008	A2	N	A1	A2	A2	A3	A3	A2	A2	A1	0.11	1	0.89	0.11	3.5	ribo-lncRNA
ENST00000412685.6_1_HCG18-001	N	A2	A2	A0	A2	A2	A3	A2	A3	A1	0.11	1	0.89	0.11	3	ribo-lncRNA
ENST00000420509.1_1_AC007383.3-001	A2	A2	A1	A1	A0	A0	A0	N	A0	A1	0.11	1	0.89	0.11	-4.5	ribo-lncRNA
