lncRNA_ID	Brain	ES	Fibroblasts	Foreskin	HEK293	HeLa	Myeloma	PC3	RPE-1	U2OS	Spec	RAI	RAI*(1-Spec)	RAI*Spec	TS	lncRNA_Class
ENST00000629287.2_1_AC073043.1-051	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000505153.2_1_RP11-640N11.2-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000508925.6_1_RP11-669N7.2-001	N	N	N	N	N	N	N	N	N	F	1	-1	0	-1	0	other
ENST00000433388.5_1_RP1-137D17.1-002	N	N	A1	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000436942.1_1_TCERG1L-AS1-001	N	N	N	N	N	N	N	N	N	F	1	-1	0	-1	0	other
ENST00000532002.1_1_RP11-629G13.1-002	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000423704.1_1_AC108488.4-003	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000420537.1_1_EP300-AS1-001	N	F	N	N	A0	N	N	N	N	N	0.89	0	0	0	-1	other
ENST00000472513.1_1_RP11-475O23.2-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000559904.1_1_RP11-798K3.4-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000426367.1_1_RP1-315G1.3-001	F	A1	N	N	A0	F	N	F	A0	N	0.44	0	0	0	-2.5	other
ENST00000522765.1_1_RP11-115J16.2-002	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000421167.1_1_RP3-348I23.2-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000503677.1_1_RP11-91J3.3-001	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000576615.1_1_RP11-104H15.8-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000416860.2_2_RP3-395M20.8-001	N	N	N	N	N	N	A2	N	N	N	1	1	0	1	0.5	other
ENST00000423323.2_1_COX10-AS1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000419931.1_1_KCNK15-AS1-004	N	N	N	N	N	A0	N	N	N	N	1	1	0	1	-1	other
ENST00000548222.5_1_PCED1B-AS1-010	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000433544.1_1_RP11-488P3.1-001	N	N	N	N	N	N	N	A2	N	N	1	1	0	1	0.5	other
ENST00000548335.1_1_RP11-626P14.2-001	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000592651.1_1_RP11-13K12.1-003	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000562570.1_1_RP11-161M6.2-004	A3	N	N	N	N	N	N	N	N	N	1	1	0	1	1	other
ENST00000577935.1_1_RP11-793A3.2-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000522524.1_1_RP11-219J21.2-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000566738.1_1_RP11-432I5.8-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000529069.5_1_RP11-119D9.1-002	N	N	N	N	N	N	A3	N	N	N	1	1	0	1	1	other
ENST00000610236.1_1_LINC00649-014	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000415399.1_1_ELFN1-AS1-002	N	N	N	N	N	A0	N	N	N	N	1	1	0	1	-1	other
ENST00000557007.1_1_RP11-1078H9.5-001	N	N	N	N	F	N	A0	N	N	N	0.89	0	0	0	-1	other
ENST00000548738.1_1_RP11-231I16.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000478745.1_1_RP11-654C22.2-001	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000437012.1_1_XXYAC-YX60D10.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000505030.5_1_LINC00461-005	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000428471.1_1_AC062017.1-002	F	N	N	N	N	N	A1	N	N	N	0.89	0	0	0	-0.5	other
ENST00000573168.1_1_CTC-457L16.2-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000436600.2_1_RP5-942I16.1-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000624511.1_1_RP11-632P5.1-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000621707.1_1_AJ011932.1-001	N	F	N	N	N	N	N	N	N	A0	0.89	0	0	0	-1	other
ENST00000502101.2_1_RP11-543C4.1-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000519005.1_1_CTD-2501M5.1-003	N	A3	N	N	F	N	F	A2	N	N	0.67	0	0	0	1.5	other
ENST00000377542.3_1_FAM27C-001	N	N	N	N	N	N	N	A1	N	N	1	1	0	1	-0.5	other
ENST00000561318.1_1_CTD-2650P22.1-001	F	F	N	N	A0	N	N	N	N	A0	0.67	0	0	0	-2	other
ENST00000497598.1_1_RP5-921G16.1-002	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000440492.1_1_RP11-288L9.1-001	N	N	N	F	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000558967.1_1_RP11-540O11.4-002	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000444500.2_1_JAZF1-AS1-003	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000623777.1_1_RP11-387A1.6-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000420902.1_1_RP1-29C18.8-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000503571.5_1_RP11-440L14.1-001	N	N	A0	N	N	N	F	N	N	N	0.89	0	0	0	-1	other
ENST00000492922.1_1_LINC00960-002	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000428276.1_1_DLEU1-AS1-001	N	N	N	N	A0	N	N	N	N	N	1	1	0	1	-1	other
ENST00000586816.1_1_CTC-559E9.1-003	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000603261.1_1_RP3-525N10.2-003	A2	N	N	N	N	N	N	N	N	N	1	1	0	1	0.5	other
ENST00000587777.1_1_CTB-70G10.1-001	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000630010.2_1_ITGA9-AS1-015	N	N	N	A0	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000543817.1_1_RP11-21A7A.3-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000371813.4_1_COL5A1-AS1-001	N	N	N	N	N	N	N	N	N	F	1	-1	0	-1	0	other
ENST00000510767.5_1_SLC7A11-AS1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000411954.1_RP6-206I17.2-004	A1	N	N	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000554257.1_1_LINC00517-001	N	N	N	A1	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000427671.1_1_MAGEA8-AS1-001	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000545904.1_1_RP11-860B13.1-001	N	N	N	N	N	N	N	N	A0	N	1	1	0	1	-1	other
ENST00000455229.1_1_RP11-136K14.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000613236.1_1_RP11-33N14.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000562672.2_1_CTD-2526A2.2-001	N	N	N	N	A0	N	N	N	N	N	1	1	0	1	-1	other
ENST00000561402.5_1_NR2F2-AS1-009	N	N	A0	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000522960.1_1_RP11-56F10.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000438969.2_1_AC078842.3-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000606491.1_1_CTD-2024P10.2-001	N	F	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000438965.1_1_RP11-483I13.2-001	N	N	N	N	N	N	A0	N	N	N	1	1	0	1	-1	other
ENST00000499178.2_1_RP11-696N14.1-002	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000538219.1_1_RP11-118B22.4-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000562846.1_1_CTD-2012K14.7-001	N	N	N	N	N	N	A0	N	N	N	1	1	0	1	-1	other
ENST00000617667.1_1_RP11-8P13.5-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000614331.1_1_RP5-965G21.5-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000617730.1_1_WI2-87327B8.2-001	N	N	N	N	N	N	N	A2	N	N	1	1	0	1	0.5	other
ENST00000596587.1_1_AC007228.11-001	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000583442.1_1_RP11-627G18.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000430520.2_2_AC068490.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000417612.1_1_CHL1-AS1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000600765.1_1_CTD-2616J11.14-001	N	A1	N	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000597745.5_1_INTS6-AS1-016	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000451381.1_1_RP5-905H7.3-001	A1	N	N	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000412647.2_1_RP11-543E8.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000615947.1_1_LINC00598-015	N	N	N	N	F	N	A1	N	N	N	0.89	0	0	0	-0.5	other
ENST00000329015.2_1_UMODL1-AS1-001	N	N	N	N	N	N	A1	N	N	N	1	1	0	1	-0.5	other
ENST00000457901.1_1_AC067959.1-002	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000589968.1_1_CTD-3162L10.4-001	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000440947.1_1_RP11-120J1.1-002	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000579599.1_1_MAPT-AS1-001	A2	N	N	N	N	N	N	N	N	N	1	1	0	1	0.5	other
ENST00000508664.1_1_RP11-164P12.4-001	N	F	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000454527.2_1_LBX1-AS1-003	N	N	N	N	A1	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000421185.1_1_RTCA-AS1-001	F	N	N	N	A2	N	N	F	N	A0	0.67	0	0	0	-0.5	other
ENST00000613838.1_1_RP11-269C23.5-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000610122.1_1_RP11-1275H24.1-001	N	N	N	N	N	N	N	N	A2	N	1	1	0	1	0.5	other
ENST00000564901.1_1_MIR762HG-003	A2	N	N	N	N	N	N	N	N	N	1	1	0	1	0.5	other
ENST00000578245.5_1_AC005154.6-009	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000540171.2_1_RP11-982M15.6-001	N	N	N	N	N	A0	N	N	N	N	1	1	0	1	-1	other
ENST00000443837.1_1_RNF216-IT1-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000567961.5_1_RP11-161M6.2-008	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000534336.1_1_MALAT1-001	A2	A3	F	F	F	F	F	A2	A3	A2	0	0	0	0	3.5	other
ENST00000614505.1_1_ERVMER61-1-201	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000505537.1_1_AC108142.1-004	N	N	N	N	N	N	N	N	N	A3	1	1	0	1	1	other
ENST00000507813.1_1_CTC-339F2.2-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000412812.1_1_AC079630.4-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000501818.1_1_CTB-127C13.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000409845.1_1_AC011997.1-001	N	N	N	N	N	N	N	N	N	A0	1	1	0	1	-1	other
ENST00000625690.2_1_RP11-573D15.8-013	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000380970.2_1_LINC01446-001	N	N	N	N	N	N	N	N	N	A2	1	1	0	1	0.5	other
ENST00000453100.1_1_LINC00570-002	N	F	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000629462.2_1_RP11-384K6.8-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000380888.4_1_LINC01597-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000413035.5_1_IPO9-AS1-001	N	N	N	N	N	F	A0	N	N	N	0.89	0	0	0	-1	other
ENST00000614440.1_1_CTC-492K19.7-001	N	N	N	N	N	N	N	N	N	A0	1	1	0	1	-1	other
ENST00000442937.5_1_LINC00578-001	N	N	N	N	N	N	N	N	N	A0	1	1	0	1	-1	other
ENST00000631132.1_1_CH17-132F21.5-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000565058.2_1_RP11-747H7.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000561802.1_1_AC140912.1-001	N	N	N	N	N	A0	N	N	N	N	1	1	0	1	-1	other
ENST00000588279.1_1_RP5-882C2.2-002	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000608069.1_1_RP11-474G23.3-001	F	N	N	N	A0	F	N	N	N	A1	0.67	0	0	0	-1.5	other
ENST00000606123.1_1_RP11-387M24.5-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000412856.5_1_SEPT7-AS1-001	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000432308.1_1_LINC00857-002	N	N	N	N	N	A0	N	N	N	F	0.89	0	0	0	-1	other
ENST00000623342.1_1_SND1-IT1-001	N	N	N	N	F	N	A0	N	N	N	0.89	0	0	0	-1	other
ENST00000628567.2_1_LINC00969-074	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000582862.5_1_LINC00470-004	N	N	N	N	N	N	N	N	N	F	1	-1	0	-1	0	other
ENST00000556236.1_1_RP11-950C14.7-001	N	N	N	N	A0	N	F	N	N	N	0.89	0	0	0	-1	other
ENST00000608026.1_1_RP11-406H21.2-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000472619.1_1_RP11-400L8.2-002	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000434683.5_1_RP11-154D6.1-003	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000595102.5_1_CTA-125H2.2-008	N	N	N	N	N	N	N	N	N	F	1	-1	0	-1	0	other
ENST00000555108.1_1_RP11-829H16.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000550334.1_1_TRHDE-AS1-005	N	N	N	N	N	N	N	A0	N	N	1	1	0	1	-1	other
ENST00000593355.5_1_AC012370.3-003	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000611708.1_1_RP11-457M11.7-002	N	N	N	N	F	N	A0	N	N	N	0.89	0	0	0	-1	other
ENST00000519566.1_1_KB-1991G8.1-001	N	N	N	N	N	F	N	N	N	N	1	-1	0	-1	0	other
ENST00000540906.1_1_RP11-794G24.1-001	N	N	N	N	N	A1	N	N	N	N	1	1	0	1	-0.5	other
ENST00000581850.1_1_LINC00473-005	N	N	N	N	N	A3	N	N	N	N	1	1	0	1	1	other
ENST00000450203.5_1_MIAT-008	N	A0	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000522973.1_1_GS1-39E22.2-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000611242.1_1_RP4-585I14.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000624232.1_1_RP11-320G10.1-001	F	A0	F	N	A0	N	N	N	N	N	0.67	0	0	0	-2	other
ENST00000594783.5_1_ZNF667-AS1-008	A1	N	N	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000417765.1_1_RP11-518L10.5-001	N	N	N	F	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000537370.1_1_CCND2-AS2-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000636248.1_1_RP11-180P8.1-001	A1	N	N	N	F	N	N	N	N	N	0.89	0	0	0	-0.5	other
ENST00000427337.1_1_LINC01037-002	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000454869.1_1_RP11-307E17.8-001	F	F	A2	F	F	A0	F	A1	A0	A1	0	0	0	0	-2.5	other
ENST00000592747.1_1_RP11-49K24.4-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000446601.1_1_AC114877.3-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000562276.1_1_RP11-554A11.4-001	N	N	F	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000597601.1_1_CTC-444N24.6-002	N	N	N	N	N	F	N	N	N	N	1	-1	0	-1	0	other
ENST00000414656.1_1_CCDC183-AS1-001	A1	N	F	N	N	A0	F	N	N	N	0.67	0	0	0	-1.5	other
ENST00000538297.1_1_RP11-153K16.2-001	N	N	N	N	F	N	A0	N	N	N	0.89	0	0	0	-1	other
ENST00000510169.1_1_RP11-767N15.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000439270.1_1_AC114730.3-003	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000593871.5_1_EDRF1-AS1-006	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000613658.1_1_RP11-323P17.2-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000618739.1_1_RP11-231E4.5-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000523971.5_1_RP11-134O21.1-004	N	N	N	N	F	N	N	N	N	A0	0.89	0	0	0	-1	other
ENST00000624360.1_1_RP11-65L3.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000428753.1_1_RP11-343J3.2-001	F	A2	N	N	N	N	N	N	N	N	0.89	0	0	0	0.5	other
ENST00000428853.2_RP11-397O4.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000509003.1_1_RP11-45L9.1-002	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000431327.4_1_EFCAB6-AS1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000508884.1_1_RP1-27K12.4-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000416209.2_1_PRKAR2A-AS1-001	A1	F	F	N	F	A1	F	A1	N	A1	0.22	0	0	0	-2	other
ENST00000438000.1_RP11-782C8.1-002	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000519935.1_1_HOXA10-AS-003	N	N	N	N	A1	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000530686.5_1_BDNF-AS-008	A1	N	N	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000502789.2_1_H1FX-AS1-002	F	F	N	N	A0	F	A0	N	N	A1	0.44	0	0	0	-2.5	other
ENST00000565862.1_1_RP11-594N15.3-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000428222.1_1_RP5-1139I1.1-001	A2	A2	F	N	F	F	F	A0	N	A2	0.22	0	0	0	0.5	other
ENST00000412918.1_1_ITPKB-IT1-003	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000440322.5_1_TTC21B-AS1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000496508.1_RP4-565E6.1-004	A2	N	N	N	N	N	N	N	N	N	1	1	0	1	0.5	other
ENST00000551565.1_1_CTD-2311B13.1-001	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000458253.5_1_LINC01158-001	A3	N	N	N	N	N	N	N	N	N	1	1	0	1	1	other
ENST00000628444.1_1_RP11-983G14.1-002	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000598512.1_AC159540.1-008	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000437846.1_1_RP11-49O14.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000554029.1_1_CTD-2058B24.3-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000445466.2_1_MBNL1-AS1-002	N	N	N	N	N	A1	N	N	N	N	1	1	0	1	-0.5	other
ENST00000606726.1_1_RP11-464F9.21-002	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000523747.1_1_RP11-10A14.5-002	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000558027.1_1_RP11-15E18.1-001	F	A0	A1	N	F	F	A0	F	N	A0	0.22	0	0	0	-3.5	other
ENST00000447613.1_RP11-327I22.5-001	N	N	N	N	N	N	N	N	N	A0	1	1	0	1	-1	other
ENST00000521224.1_1_RP11-351E7.1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000635177.1_1_RP11-596C23.6-001	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000527672.1_1_AC022182.1-002	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000525043.4_1_C8ORF49-001	N	A0	F	N	F	N	A0	N	N	N	0.67	0	0	0	-2	other
ENST00000588402.1_1_CTC-448F2.4-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000607740.1_1_RP11-884K10.6-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000420418.5_1_LANCL1-AS1-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000511339.5_1_RP11-265F19.1-002	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000557481.6_1_LINC01579-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000508745.1_1_CTD-2353F22.1-001	N	N	N	N	N	N	A1	N	N	N	1	1	0	1	-0.5	other
ENST00000594892.1_RP4-565E6.1-010	A2	N	N	N	N	N	N	N	N	N	1	1	0	1	0.5	other
ENST00000596829.1_1_RP11-256I23.1-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000618125.1_1_RP11-796E2.4-003	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000617901.1_1_RP11-380B4.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000528019.5_1_RGS5-013	N	N	N	N	N	N	A1	N	N	N	1	1	0	1	-0.5	other
ENST00000433238.5_1_DLGAP4-AS1-005	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000523232.1_1_RP11-431D12.1-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000619068.1_1_RP11-524N5.1-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000619851.1_1_RP11-15E1.5-001	N	F	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000562591.1_1_RP11-80F22.15-001	N	N	N	N	N	N	N	N	N	A0	1	1	0	1	-1	other
ENST00000614934.1_1_RP11-103B5.4-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000495032.1_1_HOTAIRM1-005	N	N	A0	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000634980.1_1_RP5-1125N11.2-009	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000452347.5_1_CCDC18-AS1-002	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000506664.5_1_LINC00461-012	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000570416.5_1_MIR22HG-012	N	N	N	A0	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000523945.1_1_RP11-10N23.5-001	F	N	N	N	F	N	A0	N	N	A0	0.67	0	0	0	-2	other
ENST00000605899.1_1_RAET1E-AS1-002	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000590478.1_1_RP11-799D4.4-001	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000563866.1_1_CTA-481E9.3-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000610113.5_1_AC012594.1-031	N	N	N	F	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000611384.1_1_RP11-687E1.2-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000594624.6_1_LIPE-AS1-002	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000526674.1_1_MIR100HG-009	N	N	N	N	N	F	N	N	N	N	1	-1	0	-1	0	other
ENST00000507600.1_1_RP11-549K20.1-001	N	N	N	N	N	N	N	N	N	A1	1	1	0	1	-0.5	other
ENST00000623150.1_1_RP11-445N20.2-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000524369.1_1_KB-1460A1.1-001	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000590850.1_1_RP11-619I22.1-001	N	N	N	N	N	N	N	F	N	N	1	-1	0	-1	0	other
ENST00000588904.1_1_LINC01535-006	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000523506.5_1_TPT1-AS1-014	A1	N	N	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000578497.5_1_LINC00668-005	N	N	N	N	N	N	N	N	N	A3	1	1	0	1	1	other
ENST00000532319.1_1_MIR100HG-017	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000444409.1_1_AP001062.8-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000414750.1_1_AC104820.2-003	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000490139.1_1_RP11-572M11.3-001	F	N	N	N	N	N	N	N	N	N	1	-1	0	-1	0	other
ENST00000580564.1_1_RP11-676J15.1-001	A0	N	N	N	N	N	N	N	N	N	1	1	0	1	-1	other
ENST00000613809.1_1_RP11-88E10.4-001	N	F	A2	A2	F	N	F	N	N	A1	0.44	0	0	0	0.5	other
ENST00000551890.1_1_RP11-983P16.4-001	N	A1	N	N	N	N	N	N	N	N	1	1	0	1	-0.5	other
ENST00000415226.1_1_AC079135.1-002	N	N	N	N	A0	N	N	N	N	N	1	1	0	1	-1	other
ENST00000428100.1_1_AC005062.2-002	N	N	N	N	N	N	F	N	N	N	1	-1	0	-1	0	other
ENST00000373226.2_1_RP11-435D7.3-001	N	N	N	N	F	N	N	N	N	N	1	-1	0	-1	0	other
